ZIP,Number of returns,Population,P_Elderly,Income,Unemployment
78109,"24,780","49,540","3,750","1,195,079",480
78112,"4,200","8,750",700,"169,378",80
78113,"1,130","2,270",350,"128,098",0
78114,"10,050","20,590","2,510","646,303",170
78116,150,270,60,"46,221",0
78117,310,540,110,"60,692",0
78118,"2,010","3,910",490,"217,610",40
78119,"2,320","4,430",590,"173,594",40
78121,"7,080","15,230","1,720","612,608",100
78122,190,370,60,"10,043",0
78123,"1,250","2,190",420,"94,208",0
78124,"3,410","6,780",880,"225,994",40
78130,"42,030","80,020","9,000","2,707,144",700
78132,"17,720","37,060","5,330","2,165,455",290
78133,"10,460","19,210","4,020","813,002",210
78140,"1,520","3,150",300,"80,307",0
78141,310,590,110,"33,016",0
78148,"10,620","19,730","2,530","601,426",150
78151,610,"1,240",160,"44,551",0
78152,"1,820","3,580",460,"126,259",30
78154,"19,960","39,450","4,330","1,385,272",350
78155,"23,290","44,930","5,760","1,346,171",310
78159,380,800,80,"30,024",0
78160,"1,960","4,080",540,"135,770",40
78161,410,810,110,"23,899",0
78163,"6,920","14,560","2,170","715,662",110
78164,"1,750","3,350",600,"228,484",20
78201,"19,490","34,640","3,880","719,065",350
78202,"5,060","9,470",720,"180,976",50
78203,"2,520","4,790",340,"75,009",40
78204,"5,500","9,390","1,010","346,403",110
78205,"1,020","1,350",230,"170,001",0
78207,"19,060","37,690","2,910","512,023",320
78208,"1,750","3,200",260,"66,552",40
78209,"19,830","35,660","6,070","3,714,640",260
78210,"15,800","28,290","2,860","696,480",270
78211,"13,480","26,650","2,130","394,032",240
78212,"12,630","20,620","2,960","1,501,030",190
78213,"20,010","35,780","4,060","965,707",340
78214,"10,120","19,390","1,750","316,356",170
78215,"2,040","2,590",180,"238,500",20
78216,"19,770","33,110","4,190","1,746,529",320
78217,"16,720","28,570","3,640","820,393",280
78218,"17,010","31,460","3,210","754,690",280
78219,"7,060","13,600","1,390","249,078",110
78220,"8,390","15,880","1,680","262,183",140
78221,"17,620","34,200","2,770","630,792",270
78222,"11,190","22,180","1,890","469,731",220
78223,"25,210","48,140","4,280","972,322",450
78224,"9,620","19,260","1,400","337,713",190
78225,"5,750","10,810","1,150","184,805",100
78226,"3,030","5,860",530,"89,380",60
78227,"20,860","40,800","3,550","679,216",360
78228,"26,230","49,240","5,180","914,584",460
78229,"15,110","24,530","2,090","704,870",240
78230,"21,800","37,150","5,620","1,952,094",360
78231,"4,550","8,340","1,570","892,981",40
78232,"18,490","32,720","5,430","1,809,507",260
78233,"24,070","43,980","4,880","1,092,204",460
78234,"1,920","4,100",60,"97,387",0
78235,920,"1,470",60,"38,550",20
78236,"1,060","2,440",0,"47,220",0
78237,"16,060","31,740","2,350","446,321",250
78238,"12,030","21,600","2,270","485,520",220
78239,"14,730","27,790","3,910","742,165",260
78240,"27,490","47,110","5,120","1,493,674",510
78242,"14,370","29,120","1,920","444,778",270
78244,"16,670","33,060","2,490","699,155",320
78245,"43,320","87,490","5,440","2,133,880",920
78247,"25,330","46,780","5,580","1,500,631",470
78248,"6,990","13,430","2,420","1,134,138",100
78249,"26,870","45,170","4,670","1,757,622",440
78250,"27,170","50,300","5,430","1,382,570",510
78251,"28,520","52,670","4,020","1,450,220",550
78252,"7,120","15,200",560,"326,199",160
78253,"30,440","65,730","5,300","2,154,029",530
78254,"33,630","70,790","4,580","2,149,970",650
78255,"7,790","17,220","1,810","1,127,428",130
78256,"6,220","10,440",900,"668,370",80
78257,"5,740","9,820","1,020","1,046,180",70
78258,"22,780","47,130","4,820","2,832,730",350
78259,"14,010","29,050","3,030","1,292,566",220
78260,"16,250","36,710","3,510","1,927,121",280
78261,"12,130","26,580","2,090","1,405,803",220
78263,"2,370","4,500",720,"158,035",40
78264,"6,120","12,850",950,"237,680",120
78266,"3,740","7,780","1,270","492,124",50
78330,440,910,120,"25,516",0
78332,"11,040","22,580","2,130","493,906",330
78336,"5,010","9,770","1,260","267,817",250
78340,180,290,80,"9,256",0
78343,"1,970","3,950",440,"103,589",70
78344,170,390,30,"9,697",0
78349,170,330,50,"6,183",0
78353,150,270,40,"6,066",0
78355,"2,810","5,830",640,"101,088",80
78357,"1,470","3,120",290,"78,613",30
78361,"2,120","4,470",450,"88,992",60
78362,"5,050","10,270",890,"276,764",220
78363,"11,830","23,080","2,210","565,513",290
78368,"4,000","8,020",980,"203,876",170
78369,160,340,40,"10,861",0
78370,"2,270","4,670",510,"138,408",90
78372,"2,570","5,520",550,"153,404",100
78373,"1,880","3,160",730,"173,281",30
78374,"8,910","18,160","1,730","658,822",320
78375,"1,260","2,660",280,"52,228",40
78376,110,240,30,"3,655",0
78377,"1,620","3,180",420,"87,762",40
78379,800,"1,560",270,"70,778",20
78380,"9,730","19,680","1,920","491,365",330
78382,"7,790","14,590","2,920","553,091",140
78383,"1,700","3,460",510,"133,021",60
78384,"2,370","4,920",440,"90,503",100
78387,"4,450","8,970",940,"226,172",160
78389,790,"1,640",190,"39,582",30
78390,"2,530","5,060",550,"131,460",120
78391,140,280,30,"5,601",0
78393,"1,100","2,110",300,"59,642",20
78401,"1,470","2,270",390,"160,314",30
78402,250,420,90,"18,969",0
78404,"6,680","12,060","1,530","423,719",170
78405,"5,640","11,160",940,"157,781",170
78406,460,920,70,"16,510",0
78407,650,"1,250",110,"21,399",20
78408,"4,500","8,780",750,"136,302",160
78409,"1,160","2,330",230,"49,673",70
78410,"12,720","25,870","2,540","801,315",430
78411,"12,500","22,560","3,090","721,983",290
78412,"16,540","28,420","3,530","885,654",360
78413,"17,890","32,930","4,150","1,188,820",440
78414,"21,110","42,760","3,760","1,698,276",470
78415,"17,980","34,710","3,330","710,454",500
78416,"6,440","12,430","1,190","196,553",220
78417,"2,120","4,140",300,"72,901",70
78418,"14,430","27,680","3,680","1,075,826",330
78501,"24,850","49,240","4,560","1,070,184",850
78503,"9,440","19,870","1,370","457,664",460
78504,"24,310","50,730","4,230","1,660,843",720
78516,"13,430","29,780","2,110","451,483",830
78520,"27,640","59,670","4,310","1,071,811","1,310"
78521,"38,560","82,810","5,530","1,315,994","2,120"
78526,"23,160","50,920","3,070","1,065,110","1,050"
78536,110,210,20,"3,834",0
78537,"18,800","43,460","2,280","570,994","1,150"
78538,"4,740","10,650",570,"150,155",300
78539,"15,640","31,560","2,480","915,009",430
78541,"17,270","36,900","1,690","687,725",880
78542,"28,930","67,280","2,620","1,069,283","1,960"
78550,"21,690","43,980","4,120","930,505",610
78552,"15,470","32,610","3,120","837,470",390
78557,"7,150","16,020",870,"249,975",450
78559,"5,260","10,900","1,030","204,240",210
78560,"2,110","4,530",240,"81,071",150
78563,230,490,60,"12,818",0
78564,110,240,30,"2,930",0
78566,"9,280","20,280","1,270","373,641",390
78569,"1,740","3,590",350,"71,020",90
78570,"13,250","29,550","1,820","412,396",860
78572,"31,050","66,740","5,480","1,432,078","1,750"
78573,"16,760","37,600","1,940","724,248",980
78574,"23,390","54,780","2,210","878,663","1,640"
78575,"2,340","4,900",550,"182,217",50
78576,"4,810","11,910",360,"164,916",480
78577,"31,070","67,960","3,960","1,102,614","1,840"
78578,"4,590","8,940","1,500","234,485",90
78580,"4,590","9,720",810,"167,554",240
78582,"16,620","37,530","1,850","636,931","2,020"
78583,"2,640","5,520",540,"114,372",90
78584,"7,930","18,100","1,030","254,991",920
78586,"20,640","45,010","3,070","705,178",910
78588,140,280,40,"5,911",0
78589,"17,880","39,730","2,100","643,960","1,240"
78591,130,240,50,"5,734",0
78593,"2,270","4,850",370,"76,275",100
78595,"2,410","5,630",220,"77,934",320
78596,"15,510","33,090","2,730","673,446",900
78597,"1,300","2,170",600,"132,139",20
78598,160,280,70,"8,763",0
78602,"14,820","29,040","3,800","946,840",330
78605,"2,830","5,770",730,"211,068",30
78606,"3,030","5,810","1,200","305,656",40
78607,120,180,60,"7,458",0
78608,290,560,80,"19,028",0
78609,940,"1,620",470,"61,340",0
78610,"20,910","42,980","3,790","1,571,095",380
78611,"6,950","13,490","2,480","512,689",100
78612,"7,080","14,780","1,430","386,354",150
78613,"39,690","81,880","6,910","3,912,718",890
78614,260,500,80,"14,907",0
78615,780,"1,590",190,"48,104",0
78616,"4,330","9,900",710,"191,734",70
78617,"10,980","23,610","1,240","446,569",150
78618,130,270,60,"12,878",0
78619,"2,620","5,700",850,"449,606",30
78620,"10,000","21,010","2,960","1,417,708",200
78621,"12,070","24,580","2,430","667,042",200
78623,950,"1,800",430,"75,409",0
78624,"11,900","21,890","4,850","1,117,059",90
78626,"18,330","35,950","3,220","1,219,023",310
78628,"19,440","39,850","5,790","2,283,024",300
78629,"5,670","11,330","1,350","345,301",60
78631,"1,420","2,740",490,"85,537",20
78632,440,880,140,"27,290",0
78633,"15,180","27,560","10,290","1,822,617",130
78634,"18,390","37,730","2,410","1,193,754",390
78636,"2,020","3,790",730,"166,802",30
78638,"1,090","2,120",300,"72,073",0
78639,"3,720","7,010","1,480","263,281",40
78640,"30,480","60,750","4,250","1,609,680",620
78641,"37,990","81,840","6,550","3,931,576",820
78642,"9,500","21,250","1,970","913,322",170
78643,"3,170","5,830","1,310","209,350",40
78644,"8,970","17,770","2,040","460,378",190
78645,"7,310","13,710","2,480","746,660",170
78648,"3,530","6,960",830,"188,292",60
78650,770,"1,540",230,"49,386",0
78652,"3,040","5,670",870,"250,053",50
78653,"14,660","29,810","1,820","808,293",300
78654,"9,490","18,110","3,190","719,592",130
78655,"1,410","2,680",370,"82,039",20
78656,"1,180","2,260",200,"49,090",20
78657,"3,440","6,160","1,790","518,056",30
78659,"1,680","3,440",450,"103,083",40
78660,"52,290","102,560","7,110","3,580,328","1,220"
78662,"1,220","2,410",380,"76,474",30
78663,410,730,170,"46,600",0
78664,"29,160","54,700","4,270","1,843,502",650
78665,"28,010","58,140","4,330","2,377,350",630
78666,"33,570","53,690","5,380","1,615,516",510
78669,"5,930","11,820","2,050","941,105",120
78671,380,690,140,"28,079",0
78672,410,720,200,"20,332",0
78676,"7,430","14,050","3,260","784,304",100
78681,"25,570","54,590","4,860","2,627,657",560
78701,"6,330","8,210",980,"2,110,607",100
78702,"14,460","20,740","1,110","1,239,530",260
78703,"11,230","18,580","2,540","4,621,658",130
78704,"27,540","38,520","3,470","3,291,388",560
78705,"6,820","6,840",510,"413,560",80
78717,"16,330","35,220","2,150","1,950,519",430
78719,900,"1,850",150,"32,266",0
78721,"5,940","9,590",690,"325,600",110
78722,"3,660","5,240",450,"307,158",80
78723,"16,530","27,590","2,490","1,253,716",290
78724,"11,640","24,300","1,080","480,204",170
78725,"5,580","10,330",540,"278,546",110
78726,"7,280","13,860","1,080","799,544",180
78727,"15,740","26,690","2,610","1,298,092",290
78728,"13,200","22,000","1,600","774,722",290
78729,"16,220","26,900","2,380","1,131,323",400
78730,"4,660","9,090","1,060","1,281,705",90
78731,"13,890","24,550","4,020","3,307,446",190
78732,"7,450","18,070","1,330","1,661,121",190
78733,"4,060","9,240","1,060","1,381,111",60
78734,"11,530","21,730","3,980","1,777,595",230
78735,"10,330","17,910","2,320","2,123,819",160
78736,"4,800","8,410","1,150","486,332",90
78737,"9,320","21,250","2,610","1,566,838",170
78738,"12,630","28,940","3,150","3,185,260",240
78739,"8,740","21,620","1,900","1,587,173",160
78741,"24,290","34,220","1,520","1,244,362",380
78742,370,730,70,"13,254",0
78744,"24,050","43,390","2,180","1,162,715",410
78745,"32,690","49,440","5,400","2,021,023",650
78746,"13,460","27,450","3,800","7,606,351",150
78747,"11,090","20,190","1,620","674,157",210
78748,"28,220","47,780","4,480","1,934,077",540
78749,"18,040","32,550","3,780","1,800,661",330
78750,"14,120","26,780","3,270","1,654,738",290
78751,"8,900","11,400",910,"733,569",170
78752,"9,090","14,010",870,"440,018",140
78753,"24,660","44,810","3,030","1,089,844",370
78754,"13,580","24,170","1,460","771,329",290
78756,"4,650","7,150",770,"615,077",100
78757,"12,440","21,130","2,380","1,310,048",230
78758,"23,720","37,620","2,710","1,415,137",390
78759,"22,420","37,770","5,050","2,513,883",420
78801,"8,790","17,920","1,660","404,702",200
78827,490,990,110,"21,112",0
78828,110,220,60,"6,810",0
78829,430,880,90,"16,799",0
78830,230,520,50,"12,994",0
78833,570,"1,170",200,"27,484",0
78834,"3,350","6,870",620,"176,119",110
78838,270,470,130,"25,845",0
78839,"3,350","7,150",610,"121,349",160
78840,"20,560","44,430","3,570","969,869",810
78850,590,"1,170",190,"39,056",0
78852,"22,560","51,120","3,090","887,806","1,570"
78861,"5,490","10,760","1,430","333,429",70
78870,370,800,110,"20,930",0
78873,850,"1,560",360,"49,754",0
78877,330,780,70,"15,248",0
78879,140,250,70,"8,853",0
78880,660,"1,360",230,"39,232",0
78881,960,"1,900",260,"47,557",0
78883,160,280,80,"9,888",0
78884,560,"1,080",260,"52,206",0
78886,250,490,80,"13,352",0
78931,140,260,60,"8,205",0
78932,430,780,170,"39,563",0
78933,730,"1,380",310,"71,334",0
78934,"3,250","6,310","1,040","256,153",40
78935,460,950,140,"36,853",0
78938,170,320,60,"8,034",0
78940,"1,030","1,890",460,"79,242",0
78941,"1,510","2,900",490,"94,690",20
78942,"4,360","8,680","1,070","259,598",100
78943,160,360,20,"5,751",0
78944,360,650,140,"23,503",0
78945,"4,950","9,660","1,680","393,116",50
78946,520,980,170,"30,341",0
78947,"2,180","4,490",670,"144,868",50
78948,410,780,120,"26,902",0
78949,230,420,110,"24,171",0
78950,"1,030","1,930",440,"101,509",0
78953,540,"1,080",200,"36,169",0
78954,580,"1,020",280,"78,022",0
78956,"2,510","4,790",900,"156,801",30
78957,"4,530","8,620","1,330","275,135",80
78959,950,"1,820",270,"39,356",0
78962,"2,250","4,490",800,"168,694",30
78963,410,910,130,"26,674",0
79001,120,240,40,"7,675",0
79005,630,"1,420",150,"47,386",0
79007,"5,570","11,620","1,250","333,854",180
79009,860,"1,950",160,"36,711",0
79011,110,200,40,"9,153",0
79012,360,820,90,"34,369",0
79013,"1,340","2,940",140,"48,418",0
79014,"1,540","3,450",400,"124,088",20
79015,"9,520","18,750","2,240","726,640",70
79018,180,390,50,"9,171",0
79019,790,"1,590",240,"58,588",0
79022,"4,250","8,870",810,"310,204",20
79024,170,330,50,"9,726",0
79027,"1,900","4,110",430,"115,722",0
79029,"7,200","15,210","1,280","396,284",80
79031,450,"1,040",120,"21,796",0
79034,250,490,90,"14,392",0
79035,"2,030","4,530",480,"104,229",0
79036,"2,110","4,200",700,"141,649",40
79039,340,720,100,"23,934",0
79040,760,"1,670",190,"58,746",0
79041,"1,110","2,420",290,"53,879",0
79042,510,"1,020",140,"29,422",0
79043,460,"1,050",100,"21,643",0
79044,310,720,40,"15,710",0
79045,"7,810","16,870","1,460","383,771",80
79046,180,380,80,"11,178",0
79052,460,980,130,"25,527",0
79057,440,910,120,"24,081",0
79059,320,660,90,"22,545",0
79061,120,270,50,"8,099",0
79062,100,240,30,"5,559",0
79063,340,750,100,"25,250",0
79064,970,"2,150",240,"46,051",0
79065,"7,670","16,190","1,880","424,432",130
79068,"1,350","2,790",400,"93,347",20
79070,"4,120","9,360",850,"267,115",60
79072,"10,020","20,540","2,070","453,344",220
79079,"1,050","2,140",320,"57,625",0
79080,210,420,80,"10,301",0
79081,"1,470","3,280",340,"94,992",0
79082,150,310,50,"7,509",0
79083,980,"2,090",270,"64,606",0
79084,970,"2,190",200,"55,992",0
79086,850,"1,850",190,"53,216",0
79087,310,680,60,"14,740",0
79088,"2,040","4,250",530,"99,582",30
79092,560,"1,150",170,"39,189",0
79095,"1,050","2,180",320,"60,778",0
79096,870,"1,940",240,"55,608",0
79097,520,"1,080",150,"38,048",0
79098,180,370,60,"10,973",0
79101,"1,030","1,690",360,"79,636",0
79102,"4,330","7,960",800,"186,014",60
79103,"4,770","9,560",860,"180,692",80
79104,"2,950","5,960",410,"91,425",40
79106,"12,240","22,390","2,860","610,695",160
79107,"13,100","27,250","1,730","394,367",190
79108,"5,430","10,930","1,330","268,792",80
79109,"20,380","37,580","5,370","1,517,922",220
79110,"8,630","16,350","1,800","400,841",100
79111,560,"1,240",60,"25,010",0
79118,"11,950","24,500","2,340","778,745",150
79119,"9,670","19,540","2,290","1,080,586",100
79121,"3,020","5,840","1,220","310,691",30
79124,"4,790","10,070","1,440","582,593",40
79201,"2,420","4,780",690,"126,659",30
79225,400,800,130,"21,661",0
79226,"1,180","2,330",410,"54,875",0
79227,490,930,160,"23,999",0
79229,130,280,50,"6,770",0
79235,"1,430","2,980",390,"82,836",40
79237,180,360,60,"6,136",0
79241,900,"1,900",240,"47,464",20
79244,290,590,120,"13,208",0
79245,910,"1,790",270,"38,723",0
79248,540,"1,150",190,"25,129",0
79250,570,"1,240",140,"29,644",0
79252,"1,230","2,420",380,"60,971",0
79255,180,400,70,"8,220",0
79256,100,200,40,"5,261",0
79257,420,840,140,"25,760",0
79261,180,350,60,"8,039",0
79311,"1,420","3,080",320,"83,382",20
79312,360,740,90,"15,063",0
79313,610,"1,260",150,"31,773",0
79316,"4,130","8,830",860,"204,529",80
79322,760,"1,520",220,"35,334",0
79323,"3,000","6,960",530,"206,879",40
79325,860,"1,920",220,"52,376",0
79329,"1,510","3,240",380,"114,935",0
79331,"4,470","9,270","1,060","282,451",100
79336,"6,830","14,200","1,550","412,485",100
79339,"2,820","5,770",650,"134,971",50
79342,170,360,40,"9,656",0
79343,620,"1,230",150,"28,117",0
79345,410,840,110,"20,383",0
79346,850,"1,970",190,"42,607",0
79347,"2,710","5,980",570,"140,589",50
79350,370,780,90,"16,094",0
79351,530,"1,130",140,"34,592",0
79355,810,"1,850",210,"55,650",0
79356,"1,800","3,690",450,"107,610",20
79357,900,"1,850",210,"38,269",20
79358,620,"1,270",150,"44,033",0
79359,"1,240","2,740",250,"61,941",20
79360,"6,730","16,860",920,"448,008",70
79363,"2,710","6,080",620,"201,227",30
79364,"3,380","6,820",880,"166,908",50
79366,530,"1,120",230,"65,031",0
79367,320,700,70,"15,967",0
79370,600,"1,200",200,"31,714",0
79371,580,"1,240",150,"35,096",0
79372,620,"1,500",130,"43,797",0
79373,"1,300","2,840",330,"82,371",0
79377,120,310,30,"6,870",0
79379,270,560,60,"13,218",0
79381,600,"1,400",140,"53,017",0
79382,"3,890","8,330",820,"312,767",70
79401,"2,530","3,020",220,"72,831",20
79403,"6,710","12,970","1,160","222,023",140
79404,"4,180","8,060",670,"139,451",80
79407,"10,450","18,550","1,840","749,472",130
79410,"3,340","5,710",660,"196,123",40
79411,"2,900","5,210",380,"86,564",50
79412,"6,380","12,210",990,"212,731",120
79413,"9,730","17,840","2,350","522,666",110
79414,"8,030","13,980","1,370","308,260",100
79415,"7,070","12,400","1,060","234,188",100
79416,"15,460","28,060","2,940","943,611",190
79423,"20,060","39,550","4,280","1,538,785",270
79424,"24,770","49,370","6,570","2,557,683",250
79501,"1,460","3,070",410,"77,427",40
79502,500,"1,010",170,"27,144",0
79504,"1,290","2,560",370,"80,356",0
79506,330,600,140,"19,926",0
79508,620,"1,260",190,"50,065",0
79510,"3,640","7,320",990,"200,998",50
79511,640,"1,410",190,"58,668",0
79512,"2,400","4,960",630,"145,735",30
79520,940,"1,930",230,"45,132",20
79521,"1,430","2,730",450,"81,114",0
79525,"1,370","2,920",320,"75,637",30
79526,430,890,150,"30,986",0
79527,210,450,60,"14,423",0
79528,240,530,80,"14,345",0
79529,540,"1,160",180,"27,792",0
79530,250,520,80,"14,245",0
79532,310,660,80,"17,983",0
79533,230,530,40,"9,680",0
79536,"2,160","4,480",560,"121,017",40
79538,110,210,40,"5,841",0
79541,410,910,120,"34,359",0
79543,460,980,130,"27,710",0
79544,170,350,50,"9,115",0
79545,790,"1,750",210,"51,463",0
79546,720,"1,430",240,"41,118",0
79547,310,590,110,"14,593",0
79549,"5,610","12,060","1,310","368,376",90
79553,"1,360","2,780",370,"67,710",40
79556,"5,390","10,890","1,420","290,049",70
79561,280,550,70,"13,438",0
79562,"2,290","5,320",600,"217,320",30
79563,570,"1,060",150,"21,833",0
79565,150,340,40,"10,647",0
79566,100,220,50,"6,684",0
79567,"1,410","2,810",380,"65,679",0
79601,"8,030","14,560","1,880","415,242",100
79602,"10,910","22,210","2,390","804,978",160
79603,"10,610","20,520","2,060","367,219",180
79605,"13,720","25,610","3,180","722,956",200
79606,"12,730","24,440","3,260","944,797",140
79607,990,"2,400",0,"39,215",0
79701,"13,900","27,890","2,060","1,092,333",160
79703,"10,220","19,910","1,580","629,855",170
79705,"19,940","41,070","3,550","2,895,268",260
79706,"13,140","29,010","1,630","1,147,318",160
79707,"16,530","33,600","3,450","2,680,695",190
79713,270,630,80,"41,130",0
79714,"7,660","17,520","1,220","630,981",90
79718,280,580,70,"24,097",0
79720,"12,000","24,190","2,570","860,480",190
79731,"1,980","4,460",350,"138,425",40
79734,960,"1,700",410,"69,462",0
79735,"5,380","10,930","1,050","342,484",100
79738,130,330,40,"12,311",0
79739,500,"1,060",120,"76,365",0
79741,190,380,40,"13,135",0
79745,"2,890","6,240",480,"215,238",60
79749,120,270,20,"16,770",0
79752,960,"2,090",220,"68,177",0
79756,"4,650","9,720",870,"360,948",70
79758,"1,430","3,120",260,"166,154",0
79761,"14,000","27,430","2,360","814,354",250
79762,"18,670","35,870","3,290","1,383,138",270
79763,"17,060","36,530","2,180","874,036",370
79764,"11,310","24,360","1,540","641,285",230
79765,"9,210","20,180","1,100","1,295,479",150
79766,"4,020","9,240",390,"238,029",110
79772,"5,340","10,700",920,"398,128",90
79782,"2,100","4,510",400,"298,204",40
79821,"2,330","4,910",310,"92,457",50
79830,"2,770","4,960",760,"153,178",40
79835,"5,610","11,580",830,"192,641",130
79836,"3,190","7,060",470,"131,460",80
79839,630,"1,460",110,"21,984",0
79843,"1,280","2,200",350,"76,921",0
79849,"5,750","13,000",590,"167,253",160
79852,440,710,150,"17,730",0
79901,"5,090","10,290",800,"160,819",140
79902,"9,360","16,380","2,060","551,616",140
79903,"7,870","14,360","1,710","268,395",160
79904,"13,280","27,280","2,450","493,365",280
79905,"10,180","20,460","1,880","304,011",200
79906,"2,020","5,480",30,"84,867",40
79907,"24,070","46,430","4,540","732,744",570
79908,"1,100","3,750",0,"55,259",30
79911,"3,580","8,040",500,"317,259",70
79912,"37,130","71,240","8,320","2,821,834",620
79915,"16,290","31,180","3,220","484,823",380
79922,"3,850","7,660","1,140","571,322",60
79924,"26,820","53,080","5,570","970,345",630
79925,"18,560","33,940","4,560","851,471",340
79927,"18,210","38,180","2,410","603,499",440
79928,"33,510","76,050","2,970","1,540,965",840
79930,"11,560","21,500","2,250","378,440",270
79932,"13,480","27,990","2,420","942,431",240
79934,"12,460","27,010","1,420","633,797",290
79935,"8,140","15,170","1,990","374,097",180
79936,"52,080","99,590","9,500","2,344,485","1,210"
79938,"38,270","86,930","3,350","1,804,407",980
